Salário,Profissão,Setor,Estado,FormaTrabalho,Nivel,TamanhoEmpresa,Gestão,TipoTrabalho,Idade,Experiência,Escolaridade,Formação,LinguagemPython,LinguagemR,LinguagemSQL,NuvemAWS,NuvemGCP,NuvemAzure,QlikView,PowerBI,Tableau
2500.0,Desenvolvedor/Engenheiro de Software,Internet/Ecommerce,São Paulo (SP),Modelo 100% remoto,Júnior,de 11 a 50,não,Empreendedor ou Empregado (CNPJ),25-29,Não tenho experiência na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
10000.0,Analista de BI,Tecnologia/Fábrica de Software,Rio de Janeiro (RJ),Modelo 100% remoto,Sênior,de 101 a 500,não,Empreendedor ou Empregado (CNPJ),40-44,de 4 a 5 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3500.0,Cientista de Dados,Finanças ou Bancos,Rio Grande do Sul (RS),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Júnior,Acima de 3000,não,Outros,22-24,Menos de 1 ano,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1500.0,Outras,Internet/Ecommerce,São Paulo (SP),Modelo 100% presencial,Júnior,de 6 a 10,não,Outros,30-34,Não tenho experiência na área de dados,Não tenho graduação formal,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5000.0,Analista de BI,Tecnologia/Fábrica de Software,Minas Gerais (MG),Modelo 100% remoto,Pleno,de 501 a 1000,não,Outros,30-34,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
2500.0,Analista de Dados,Educação,Sergipe (SE),Modelo 100% remoto,Júnior,de 1001 a 3000,não,Outros,25-29,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5000.0,Analista de Negócios,Finanças ou Bancos,Espírito Santo (ES),Modelo híbrido com dias fixos de trabalho presencial,Pleno,Acima de 3000,não,Outros,25-29,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
18000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,Goiás (GO),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sênior,de 51 a 100,não,Empreendedor ou Empregado (CNPJ),35-39,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3500.0,Outras,Marketing,São Paulo (SP),Modelo 100% remoto,Júnior,Acima de 3000,não,Outros,35-39,Não tenho experiência na área de dados,Não tenho graduação formal,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27500.0,Desenvolvedor/Engenheiro de Software,Marketing,São Paulo (SP),Modelo 100% remoto,Sênior,de 501 a 1000,não,Outros,25-29,de 4 a 5 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
14000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo 100% remoto,Pleno,de 101 a 500,não,Empreendedor ou Empregado (CNPJ),30-34,de 4 a 5 anos,Não tenho graduação formal,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5000.0,Analista de Negócios,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Pleno,de 101 a 500,não,Outros,22-24,de 1 a 2 anos,Não tenho graduação formal,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
10000.0,Engenheiro de Dados,Finanças ou Bancos,São Paulo (SP),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,30-34,Mais de 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
10000.0,Cientista de Dados,Varejo,São Paulo (SP),Modelo híbrido com dias fixos de trabalho presencial,Pleno,Acima de 3000,não,Outros,25-29,de 2 a 3 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7000.0,,Setor Público,Maranhão (MA),Modelo 100% presencial,,de 101 a 500,sim,Outros,30-34,de 4 a 5 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,,,,,,,,,
2500.0,Analista de BI,Telecomunicação,São Paulo (SP),Modelo híbrido com dias fixos de trabalho presencial,Júnior,Acima de 3000,não,Outros,40-44,Menos de 1 ano,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
18000.0,Engenheiro de Dados,Marketing,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sênior,de 101 a 500,não,Empreendedor ou Empregado (CNPJ),30-34,de 4 a 5 anos,Pós-graduação,Outras Engenharias,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
14000.0,,Tecnologia/Fábrica de Software,Goiás (GO),Modelo 100% remoto,,de 11 a 50,sim,Empreendedor ou Empregado (CNPJ),40-44,Não tenho experiência na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,,,,,
5000.0,Engenheiro de Dados,Finanças ou Bancos,Goiás (GO),Modelo 100% presencial,Júnior,de 51 a 100,não,Outros,30-34,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
7000.0,Cientista de Dados,Tecnologia/Fábrica de Software,Pernambuco (PE),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sênior,de 11 a 50,não,Outros,30-34,Mais de 10 anos,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5000.0,Engenheiro de Dados,Área da Saúde,Rio de Janeiro (RJ),Modelo 100% remoto,Júnior,de 101 a 500,não,Outros,25-29,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1500.0,Analista de Negócios,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo 100% remoto,Júnior,de 11 a 50,não,Outros,22-24,Menos de 1 ano,Graduação/Bacharelado,Química / Física,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5000.0,Desenvolvedor/Engenheiro de Software,Tecnologia/Fábrica de Software,Paraná (PR),Modelo 100% remoto,Júnior,de 501 a 1000,não,Outros,30-34,de 2 a 3 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2500.0,Outras,Outro,São Paulo (SP),Modelo 100% presencial,Júnior,Acima de 3000,não,Outros,25-29,Não tenho experiência na área de dados,Pós-graduação,Outras Engenharias,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3500.0,Analista de Negócios,Área da Saúde,São Paulo (SP),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,25-29,de 2 a 3 anos,Pós-graduação,Química / Física,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,Cientista de Dados,Finanças ou Bancos,São Paulo (SP),Modelo 100% remoto,Júnior,Acima de 3000,não,Outros,25-29,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
10000.0,Outras,Finanças ou Bancos,São Paulo (SP),Modelo híbrido com dias fixos de trabalho presencial,Sênior,Acima de 3000,não,Outros,50-54,Não tenho experiência na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14000.0,Engenheiro de Machine Learning,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sênior,de 11 a 50,não,Outros,25-29,de 2 a 3 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2500.0,Analista de Dados,Telecomunicação,Rio de Janeiro (RJ),Modelo 100% remoto,Pleno,de 501 a 1000,não,Outros,25-29,de 6 a 10 anos,Não tenho graduação formal,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000.0,Analista de Dados,Setor Público,Minas Gerais (MG),Modelo 100% presencial,Pleno,Acima de 3000,não,Outros,30-34,de 4 a 5 anos,Pós-graduação,Outras Engenharias,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5000.0,Analista de BI,Tecnologia/Fábrica de Software,Rio Grande do Sul (RS),Modelo 100% remoto,Júnior,de 1001 a 3000,não,Outros,25-29,Menos de 1 ano,Graduação/Bacharelado,Outras Engenharias,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2500.0,Cientista de Dados,Finanças ou Bancos,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Júnior,Acima de 3000,não,Estagiário,22-24,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
7000.0,Cientista de Dados,Agronegócios,Minas Gerais (MG),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Pleno,de 51 a 100,não,Outros,25-29,de 1 a 2 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
5000.0,Analista de BI,Tecnologia/Fábrica de Software,Minas Gerais (MG),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Pleno,de 101 a 500,não,Outros,25-29,de 2 a 3 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
10000.0,Cientista de Dados,Finanças ou Bancos,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Pleno,de 101 a 500,não,Empreendedor ou Empregado (CNPJ),22-24,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5000.0,Analista de Dados,Finanças ou Bancos,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Júnior,Acima de 3000,não,Outros,25-29,de 2 a 3 anos,Estudante de Graduação,Outras Engenharias,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3500.0,Outras,Indústria,São Paulo (SP),Modelo 100% presencial,Júnior,Acima de 3000,não,Outros,30-34,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
5000.0,Cientista de Dados,Tecnologia/Fábrica de Software,Rio de Janeiro (RJ),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Pleno,de 101 a 500,não,Outros,30-34,Menos de 1 ano,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
3500.0,Analista de BI,Finanças ou Bancos,Paraná (PR),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Júnior,Acima de 3000,não,Outros,25-29,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
5000.0,Analista de Dados,Finanças ou Bancos,São Paulo (SP),Modelo 100% remoto,Júnior,Acima de 3000,não,Outros,22-24,de 2 a 3 anos,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5000.0,Engenheiro de Dados,Educação,São Paulo (SP),Modelo 100% presencial,Júnior,Acima de 3000,não,Outros,22-24,de 2 a 3 anos,Mestrado,Outras Engenharias,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7000.0,Cientista de Dados,Tecnologia/Fábrica de Software,Pernambuco (PE),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,25-29,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,Engenheiro de Dados,Varejo,Santa Catarina (SC),Modelo 100% presencial,Pleno,Acima de 3000,não,Outros,22-24,de 4 a 5 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
10000.0,Engenheiro de Dados,Consultoria,São Paulo (SP),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,25-29,de 4 a 5 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
3500.0,Engenheiro de Machine Learning,Tecnologia/Fábrica de Software,Rio Grande do Sul (RS),Modelo 100% remoto,Júnior,de 101 a 500,não,Outros,17-21,de 1 a 2 anos,Estudante de Graduação,Outras Engenharias,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
7000.0,Analista de BI,Finanças ou Bancos,São Paulo (SP),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,30-34,de 2 a 3 anos,Doutorado ou Phd,Química / Física,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
3500.0,Analista de BI,Tecnologia/Fábrica de Software,Santa Catarina (SC),Modelo 100% remoto,Pleno,de 101 a 500,não,Outros,25-29,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
10000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,Minas Gerais (MG),Modelo 100% remoto,Sênior,de 1001 a 3000,não,Outros,30-34,de 6 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
5000.0,Outras,Outro,,Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,30-34,Não tenho experiência na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
7000.0,,Tecnologia/Fábrica de Software,Santa Catarina (SC),Modelo 100% remoto,,de 101 a 500,sim,Outros,40-44,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,,,,,
14000.0,Engenheiro de Dados,Finanças ou Bancos,Minas Gerais (MG),Modelo híbrido com dias fixos de trabalho presencial,Sênior,de 11 a 50,não,Outros,25-29,de 6 a 10 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
5000.0,Cientista de Dados,Tecnologia/Fábrica de Software,Rio Grande do Sul (RS),Modelo 100% remoto,Pleno,de 101 a 500,não,Outros,22-24,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
10000.0,Cientista de Dados,Finanças ou Bancos,São Paulo (SP),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,25-29,de 4 a 5 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2500.0,Analista de Negócios,Finanças ou Bancos,São Paulo (SP),Modelo 100% remoto,Júnior,Acima de 3000,não,Estagiário,30-34,Menos de 1 ano,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1500.0,Cientista de Dados,Varejo,Rio de Janeiro (RJ),Modelo 100% remoto,Júnior,Acima de 3000,não,Estagiário,22-24,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
5000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Júnior,Acima de 3000,não,Outros,25-29,de 1 a 2 anos,Estudante de Graduação,Outras Engenharias,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
10000.0,Cientista de Dados,Indústria,São Paulo (SP),Modelo híbrido com dias fixos de trabalho presencial,Pleno,Acima de 3000,não,Outros,40-44,de 2 a 3 anos,Pós-graduação,Outras Engenharias,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2500.0,Analista de BI,Tecnologia/Fábrica de Software,Minas Gerais (MG),Modelo 100% remoto,Pleno,de 1001 a 3000,não,Outros,25-29,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
10000.0,Analista de BI,Finanças ou Bancos,Distrito Federal (DF),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,25-29,de 4 a 5 anos,Pós-graduação,Outras Engenharias,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1500.0,Analista de Dados,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Júnior,Acima de 3000,não,Estagiário,17-21,Menos de 1 ano,Estudante de Graduação,Outras Engenharias,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
1500.0,Analista de Dados,Setor Público,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Pleno,Acima de 3000,não,Outros,25-29,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
10000.0,Analista de Dados,Marketing,Rio de Janeiro (RJ),Modelo 100% remoto,Sênior,de 501 a 1000,não,Outros,25-29,de 2 a 3 anos,Pós-graduação,Outras Engenharias,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3500.0,Analista de Dados,Finanças ou Bancos,Paraná (PR),Modelo 100% remoto,Pleno,de 101 a 500,não,Outros,30-34,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1500.0,Cientista de Dados,Tecnologia/Fábrica de Software,Ceará (CE),Modelo 100% remoto,Júnior,de 501 a 1000,não,Estagiário,22-24,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
14000.0,Engenheiro de Dados,Finanças ou Bancos,Goiás (GO),Modelo 100% remoto,Sênior,de 501 a 1000,não,Outros,25-29,de 4 a 5 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1000.0,Outras,Internet/Ecommerce,Ceará (CE),Modelo híbrido com dias fixos de trabalho presencial,Júnior,de 11 a 50,não,Estagiário,17-21,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7000.0,Cientista de Dados,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo 100% remoto,Júnior,de 101 a 500,não,Outros,30-34,Menos de 1 ano,Doutorado ou Phd,Outras Engenharias,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
5000.0,Analista de Dados,Telecomunicação,São Paulo (SP),Modelo 100% remoto,Júnior,Acima de 3000,não,Outros,30-34,de 4 a 5 anos,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
35000.0,Cientista de Dados,Entretenimento ou Esportes,Fora do Brasil,Modelo híbrido com dias fixos de trabalho presencial,Sênior,de 1001 a 3000,não,Outros,25-29,de 2 a 3 anos,Graduação/Bacharelado,Outras Engenharias,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
10000.0,Engenheiro de Dados,Marketing,Mato Grosso (MT),Modelo 100% remoto,Sênior,de 101 a 500,não,Outros,30-34,de 4 a 5 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2500.0,Analista de Dados,Telecomunicação,Rio Grande do Norte (RN),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Júnior,Acima de 3000,não,Outros,22-24,de 2 a 3 anos,Estudante de Graduação,Outras Engenharias,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
14000.0,Analista de BI,Finanças ou Bancos,São Paulo (SP),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Sênior,Acima de 3000,não,Outros,30-34,de 6 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
5000.0,Analista de Negócios,Indústria,Ceará (CE),Modelo híbrido com dias fixos de trabalho presencial,Pleno,de 1001 a 3000,não,Outros,25-29,de 2 a 3 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,Cientista de Dados,Marketing,Paraná (PR),Modelo 100% remoto,Júnior,de 101 a 500,não,Outros,30-34,Menos de 1 ano,Graduação/Bacharelado,Outras Engenharias,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7000.0,Cientista de Dados,Tecnologia/Fábrica de Software,Santa Catarina (SC),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,25-29,de 4 a 5 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,Paraíba (PB),Modelo 100% remoto,Júnior,Acima de 3000,não,Outros,30-34,Menos de 1 ano,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
5000.0,Analista de Dados,Finanças ou Bancos,São Paulo (SP),Modelo 100% remoto,Pleno,Acima de 3000,não,Outros,40-44,de 1 a 2 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
3500.0,Outras,Setor Público,São Paulo (SP),Modelo 100% presencial,Júnior,de 1001 a 3000,não,Outros,30-34,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7000.0,Analista de Dados,Finanças ou Bancos,Paraná (PR),Modelo 100% remoto,Sênior,de 101 a 500,não,Outros,45-49,de 4 a 5 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2500.0,Outras,Outro,Goiás (GO),Modelo 100% presencial,Sênior,de 101 a 500,não,Outros,30-34,de 4 a 5 anos,Graduação/Bacharelado,Ciências Sociais,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5000.0,Analista de BI,Tecnologia/Fábrica de Software,Paraná (PR),Modelo 100% remoto,Pleno,de 51 a 100,não,Outros,30-34,de 6 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
18000.0,Engenheiro de Machine Learning,Tecnologia/Fábrica de Software,Santa Catarina (SC),Modelo 100% remoto,Sênior,de 101 a 500,não,Outros,30-34,de 6 a 10 anos,Doutorado ou Phd,Outras Engenharias,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2500.0,Outras,Indústria,Rio de Janeiro (RJ),Modelo 100% remoto,Júnior,Acima de 3000,não,Outros,25-29,de 1 a 2 anos,Estudante de Graduação,Outras Engenharias,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
14000.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,São Paulo (SP),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,35-39,de 6 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
5000.0,Cientista de Dados,Finanças ou Bancos,Rio de Janeiro (RJ),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Júnior,de 101 a 500,não,Outros,35-39,de 1 a 2 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22500.0,Engenheiro de Dados,Tecnologia/Fábrica de Software,Paraná (PR),Modelo 100% remoto,Sênior,de 11 a 50,não,Outros,40-44,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
10000.0,Analista de Dados,Finanças ou Bancos,São Paulo (SP),Modelo 100% remoto,Pleno,de 1001 a 3000,não,Outros,25-29,de 2 a 3 anos,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
5000.0,Engenheiro de Dados,Finanças ou Bancos,Rio Grande do Sul (RS),Modelo 100% remoto,Júnior,de 1001 a 3000,não,Outros,22-24,de 2 a 3 anos,Não tenho graduação formal,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
10000.0,Analista de Dados,Tecnologia/Fábrica de Software,Rio de Janeiro (RJ),Modelo 100% remoto,Sênior,Acima de 3000,não,Outros,30-34,de 2 a 3 anos,Mestrado,Economia/ Administração / Contabilidade / Finanças,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
10000.0,Outras,Indústria,Paraná (PR),Modelo 100% presencial,Pleno,de 11 a 50,não,Empreendedor ou Empregado (CNPJ),40-44,Mais de 10 anos,Graduação/Bacharelado,Outras Engenharias,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
